,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44,Continent Name
2886,Bolivia,BOL,2019,22.323,5916395,5860919,11777315,23.5,0.717,26.83286559,69.773,58.302,3472.38083136442,47.95316229417266,South America
2887,Brazil,BRA,2019,13.633,104119798,107663080,211782878,32.0,0.766,11.65399121,86.824,46.868,8845.32414932264,46.65778488476373,South America
2888,Barbados,BRB,2019,10.885,134222,145957,280180,38.4,0.799,21.34389367,31.158,54.765,19063.1022913841,38.88919339257452,North America
2889,Bhutan,BTN,2019,12.871,407103,360356,767459,27.0,0.671,40.29859817,41.612,53.0,3564.59877168289,52.962903351130585,Asia
2890,Botswana,BWA,2019,24.887,1233202,1266499,2499702,23.1,0.717,24.71873626,70.172,45.728,6691.16105313603,49.38118806995188,Africa
2891,Central African Republic,CAF,2019,41.92,2605852,2603472,5209324,14.6,0.411,46.3767539,41.77,59.192,426.408753120209,39.8104646774644,Africa
2892,Canada,CAN,2019,9.9,18680213,18921018,37601230,39.8,0.937,7.100156005,81.482,58.212,46374.1527517191,38.50124696507572,North America
2893,Switzerland,CHE,2019,10.0,4253063,4322218,8575280,41.6,0.962,9.902709701,73.849,60.007,84121.9310304414,37.34557383178175,Europe
2894,Chile,CHL,2019,11.855,9450404,9589082,19039485,34.3,0.861,22.76585719,87.643,45.495,14632.6903076927,44.225857294048446,South America
2895,China,CHN,2019,10.41,719565010,688179990,1407745000,37.0,0.762,47.67263439,60.308,59.012,10143.8602205959,40.177918172636495,Asia
2896,Ivory Coast,CIV,2019,34.554,13218128,12929424,26147551,17.3,0.55,55.62337378,51.239,54.57,2290.78737894927,45.3976080217343,Africa
2897,Cameroon,CMR,2019,36.147,12855489,12926852,25782341,17.3,0.583,64.47088106,56.968,64.433,1538.68791249516,44.567677597286526,Africa
2898,Colombia,COL,2019,14.682,24779301,25408106,50187406,30.0,0.768,22.01072747,81.104,48.778,6436.50921529527,47.50783563930021,South America
2899,Comoros,COM,2019,30.4,397126,393860,790986,19.6,0.56,17.15567571,29.164,29.643,1510.79732262852,44.91469049916216,Africa
2900,Costa Rica,CRI,2019,12.847,2546376,2538156,5084532,32.0,0.819,17.42174135,80.076,45.156,12669.3411549351,45.97036194780777,North America
2901,Cuba,CUB,2019,9.752,5628282,5688414,11316697,40.9,0.788,17.72659724,77.109,41.615,9139.38051005519,37.13658700504333,North America
2902,Cyprus,CYP,2019,10.794,615637,613199,1228836,36.6,0.897,15.57380293,66.805,52.696,29420.0,44.09747561764156,Asia
2903,Czechia,CZE,2019,10.5,5255756,5416114,10671870,41.9,0.897,16.75140093,73.921,51.335,23664.8478631108,36.22238351993265,Europe
2904,Germany,DEU,2019,9.4,40996355,42096607,83092962,45.0,0.948,11.80580716,77.376,55.048,46805.1384334439,33.72322700617312,Europe
2905,Djibouti,DJI,2019,22.748,533626,540367,1073994,23.2,0.512,43.16577438,77.915,11.769,2876.04366371536,48.64596779043892,Africa
2906,Denmark,DNK,2019,10.5,2890926,2923497,5814422,41.1,0.946,9.785959755,87.994,54.932,59592.9806886454,36.55795942072748,Europe
2907,Dominican Republic,DOM,2019,19.291,5472410,5409472,10881882,26.5,0.771,17.72938154,81.828,47.228,8173.34469885261,46.75342621239191,North America
2908,Algeria,DZA,2019,23.298,21756903,20948465,42705368,27.4,0.748,32.83308539,73.189,13.372,4021.9832660524,45.586782955534375,Africa
2909,Ecuador,ECU,2019,17.338,8672767,8670974,17343740,26.9,0.76,19.97447395,63.986,51.892,6233.25816692363,47.609458153689424,South America
2910,Spain,ESP,2019,7.6,23104636,24030201,47134837,43.1,0.908,9.728788477,80.565,43.805,29581.5185513299,35.75705141666744,Europe
2911,Estonia,EST,2019,10.6,627427,699471,1326898,41.2,0.896,5.893562381,69.051,54.511,23424.4847073518,34.16913851146103,Europe
2912,Ethiopia,ETH,2019,33.123,57375433,56745161,114120594,18.1,0.498,33.7807199,21.225,71.456,840.449601255171,45.67080442330575,Africa
2913,Finland,FIN,2019,8.3,2725793,2795813,5521606,42.0,0.939,5.565330197,85.446,52.327,48629.8582283032,35.10413471744444,Europe
2914,Fiji,FJI,2019,19.962,461366,457099,918465,26.3,0.746,10.9932094,56.75,36.292,5927.72420758285,46.56261177842411,Oceania
2915,France,FRA,2019,11.2,32586250,34801750,67388001,41.2,0.905,11.40575038,80.709,46.977,40494.8982936276,34.78108924131802,Europe
2916,Gabon,GAB,2019,28.354,1144323,1098462,2242785,21.5,0.709,36.74675483,89.741,28.365,7523.86228077637,46.254808996578845,Africa
2917,United Kingdom,GBR,2019,10.7,33000535,33835792,66836327,39.3,0.935,10.09284402,83.652,56.39,42662.5353740311,37.02962510454319,Europe
2918,Georgia,GEO,2019,13.451,1750910,1969251,3720161,36.2,0.81,17.85586499,59.039,49.071,4696.15058555612,37.40668812058144,Asia
2919,Ghana,GHA,2019,28.572,15723678,15798612,31522290,20.1,0.631,53.98926008,56.707,62.966,2167.92544000869,46.130743831506976,Africa
2920,Guinea,GIN,2019,35.436,6349991,6527547,12877539,17.4,0.467,52.51253174,36.5,40.126,1043.89988618266,43.94383189092073,Africa
2921,Guinea-Bissau,GNB,2019,32.093,971745,998712,1970457,17.9,0.49,54.06829369,43.777,47.549,730.611432270196,45.35957313019165,Africa
2922,Equatorial Guinea,GNQ,2019,31.874,821881,731149,1553031,21.0,0.605,45.28465901,72.627,46.665,7317.39002392662,43.50956952032381,Africa
2923,Greece,GRC,2019,7.8,5254476,5467106,10721582,43.9,0.889,14.2538714,79.388,35.075,19143.8876174584,34.504749610222895,Europe
2924,Guatemala,GTM,2019,22.858,8223795,8380231,16604026,21.4,0.642,27.64788197,51.439,36.063,4647.80754129437,48.736091288231925,North America
2925,Guyana,GUY,2019,20.828,392821,405932,798753,25.0,0.708,20.10090382,26.689,33.252,6477.29672607993,46.7776622685573,South America
2926,Honduras,HND,2019,21.628,5031794,4927035,9958829,22.7,0.632,22.87512366,57.73,43.399,2519.36618467309,50.64681903010632,North America
2927,Croatia,HRV,2019,8.9,1976146,2089106,4065253,43.3,0.861,18.46495986,57.242,41.904,15120.9029026824,34.63759251964422,Europe
2928,Haiti,HTI,2019,24.304,5535128,5625310,11160438,22.6,0.543,19.03230796,56.192,51.807,1345.4750547884,48.49800708743226,North America
2929,Hungary,HUN,2019,9.5,4678279,5092862,9771141,42.1,0.853,16.49434933,71.644,46.677,16786.2136399075,36.36562653850891,Europe
2930,Indonesia,IDN,2019,16.91,135798442,133784436,269582878,29.0,0.716,19.37146134,55.985,52.105,4151.22755440796,45.92449677778662,Asia
2931,India,IND,2019,17.049,714325057,668786993,1383112050,26.9,0.645,83.19931634,34.472,22.283,2050.1638002619,48.13628358050319,Asia
2932,Ireland,IRL,2019,12.0,2444120,2490220,4934340,36.9,0.942,7.854094218,63.405,53.612,80848.3019020489,40.88031389626368,Europe
2933,Iraq,IRQ,2019,28.078,20788703,20774818,41563520,19.4,0.696,48.46825216,70.678,8.416,5621.18169491752,45.42056747309572,Asia
2934,Iceland,ISL,2019,12.3,184880,175683,360563,35.5,0.96,5.698616135,93.855,68.806,68452.23622306,41.52395092911004,Europe
2935,Israel,ISR,2019,20.1,4509772,4544229,9054000,29.0,0.921,19.75989688,92.501,57.21,44452.2325623093,40.66174660579336,Asia
2936,Italy,ITA,2019,7.0,29090818,30638263,59729081,46.0,0.897,16.08828133,70.736,36.669,33673.7509627421,32.3330898477001,Europe
2937,Jamaica,JAM,2019,11.994,1396657,1417116,2813773,29.8,0.719,15.28940246,55.985,56.261,5626.17047314286,49.48649228432958,North America
2938,Jordan,JOR,2019,22.6,5555605,5143079,10698683,22.7,0.727,30.64558855,91.203,10.369,4159.6537537759,47.51854871371799,Asia
2939,Japan,JPN,2019,7.0,61567714,65065286,126633000,47.6,0.924,13.46980666,91.698,52.122,40415.9567649547,30.89056154993007,Asia
2940,Kazakhstan,KAZ,2019,21.73,8890215,9623458,18513673,29.4,0.819,20.29485447,57.54,62.499,9812.59552626324,41.18948674800794,Asia
2941,Kenya,KEN,2019,28.46,25272193,25679257,50951450,18.7,0.581,21.61458718,27.507,68.216,1970.08007048615,46.88454381682458,Africa
2942,Cambodia,KHM,2019,20.28,8021264,8186482,16207746,25.8,0.598,22.1120864,23.805,69.601,1671.3854000919,45.99676637657054,Asia
2943,Kuwait,KWT,2019,12.437,2738222,1702878,4441100,36.2,0.839,60.96648013,100.0,45.731,30666.2371314234,49.4789703079139,Asia
2944,Lebanon,LBN,2019,15.822,2814124,2967783,5781907,28.2,0.745,28.96029994,88.758,25.102,8925.42186017072,42.8336067697672,Asia
2945,Liberia,LBR,2019,32.181,2479442,2505847,4985289,17.7,0.484,50.59973692,51.615,70.482,665.878447568436,43.76468315902765,Africa
2946,Libya,LBY,2019,18.732,3329012,3240076,6569088,25.8,0.722,38.59119845,80.393,25.482,10542.4290201042,47.13966585968971,Africa
2947,Sri Lanka,LKA,2019,14.534,10514808,11288193,21803000,32.0,0.778,19.96439581,18.585,31.629,4082.69404871533,42.29309200637768,Asia
2948,Lesotho,LSO,2019,26.839,1097956,1127746,2225702,21.7,0.524,27.52281327,28.585,46.578,1061.22335618067,47.80061290396953,Africa
2949,Lithuania,LTU,2019,9.8,1306199,1487938,2794137,43.3,0.884,10.37350411,67.855,54.092,19615.5491450175,32.49233125801642,Europe
2950,Luxembourg,LUX,2019,10.0,311845,308156,620001,38.5,0.927,10.06890585,91.223,52.752,112726.439672814,41.82373710821637,Europe
2951,Latvia,LVA,2019,9.8,883240,1030582,1913822,43.2,0.871,12.01165835,68.222,52.64,17883.3494113217,32.26861191371768,Europe
2952,Morocco,MAR,2019,18.337,18281786,18022621,36304408,28.0,0.682,35.05284088,62.994,20.525,3498.58276367188,46.0268292830438,Africa
2953,Moldova,MDA,2019,12.894,1266405,1397819,2664224,35.6,0.774,13.74739724,42.726,36.5,4404.95042249597,39.8825818267855,Europe
2954,Madagascar,MDG,2019,31.701,13804538,13728596,27533134,18.6,0.51,17.8593854,37.861,81.508,512.27966560241,45.09861951292683,Africa
2955,Maldives,MDV,2019,15.001,291624,212884,504508,29.3,0.755,10.94405416,40.238,40.319,11349.8592642235,54.20299317938411,Asia
2956,Mexico,MEX,2019,15.71,61187228,63898082,125085311,28.4,0.779,20.12401203,80.444,43.746,10434.5783651735,46.64247746904202,North America
2957,North Macedonia,MKD,2019,9.6,1035939,1040755,2076694,37.6,0.784,30.26931856,58.208,36.629,6070.38805358275,41.91832485637621,Europe
2958,Mali,MLI,2019,42.376,10387581,10179843,20567424,14.9,0.433,60.62414043,43.136,57.052,840.175746366299,41.12822270441692,Africa
2959,Malta,MLT,2019,8.6,259854,244207,504062,39.0,0.915,12.9910498,94.678,48.235,31727.0070746362,41.82286511707969,Europe
2960,Myanmar,MMR,2019,17.663,26423311,26616900,53040212,28.5,0.598,29.43314277,30.852,46.082,1415.37967619462,47.36314057303551,Asia
2961,Montenegro,MNE,2019,11.6,303303,318725,622028,37.7,0.837,21.25685256,67.15,42.183,8909.6538759126,39.10012909697132,Europe
2962,Mongolia,MNG,2019,23.292,1606094,1626335,3232430,26.6,0.746,38.05757134,68.543,53.017,4394.94715044543,45.17713140281677,Asia
2963,Mozambique,MOZ,2019,37.345,14851787,15433808,30285595,16.6,0.456,20.77406654,36.528,75.446,512.21576378384,43.35328833450277,Africa
2964,Mauritania,MRT,2019,33.723,2145130,2238719,4383849,17.3,0.563,66.8117824,54.507,23.228,1800.87518658218,44.05206727597342,Africa
2965,Mauritius,MUS,2019,10.2,625555,640430,1265985,36.0,0.817,14.91383169,40.766,41.406,11403.2527870674,43.76676977928513,Africa
2966,Malawi,MWI,2019,33.598,9168342,9698995,18867337,16.4,0.519,22.34665143,17.174,59.942,584.362867276266,45.47702107280191,Africa
2967,Malaysia,MYS,2019,15.58,16794024,16009996,32804020,29.0,0.81,16.59099631,76.607,50.203,11132.1027429418,49.71932690424553,Asia
2968,Namibia,NAM,2019,28.433,1181378,1265266,2446644,21.1,0.639,24.19978552,51.042,45.032,5126.17614281673,46.43116687274973,Africa
2969,Niger,NER,2019,45.859,11889761,11553632,23443393,14.4,0.406,80.10926696,16.517,61.836,549.81612778082,39.261402821208094,Africa
2970,Nigeria,NGA,2019,37.849,102680839,100623652,203304492,16.9,0.538,70.39625682,51.157,49.498,2334.02364318105,42.7060392187612,Africa
2971,Nicaragua,NIC,2019,21.305,3284332,3379591,6663924,23.9,0.664,20.43900913,58.76,45.524,1905.63832831484,49.42242279873173,North America
2972,Netherlands,NLD,2019,9.8,8615129,8729744,17344874,41.6,0.943,12.0392862,91.876,57.803,52476.2732533327,36.41991282869396,Europe
2973,Norway,NOR,2019,10.2,2695841,2652054,5347896,38.8,0.961,6.642383374,82.616,58.547,76430.5889473338,38.59925055929045,Europe
2974,Nepal,NPL,2019,20.868,13704208,15128288,28832496,22.8,0.611,83.10319363,20.153,24.97,1185.68231817311,50.32904087789191,Asia
2975,New Zealand,NZL,2019,11.96,2461701,2517499,4979200,36.2,0.937,6.048305496,86.615,62.915,42796.4305818389,39.67551987135181,Oceania
2976,Oman,OMN,2019,19.298,2924701,1678067,4602768,28.8,0.839,44.57247023,85.443,28.381,19132.1522739094,52.644113733241866,Asia
2977,Pakistan,PAK,2019,28.276,113015042,110278237,223293280,19.8,0.546,62.57424987,36.907,21.956,1437.1658330724,45.53734160621372,Asia
2978,Panama,PAN,2019,18.228,2118501,2114030,4232532,28.3,0.817,13.20059479,68.059,49.978,16472.8317470488,44.75940626211401,North America
2979,Peru,PER,2019,18.042,16268182,16556679,32824861,27.7,0.78,30.82669477,78.099,67.476,6955.88082448096,46.5456794368508,South America
2980,Philippines,PHL,2019,22.254,56011134,54369671,110380804,24.0,0.718,18.82613108,47.149,45.228,3413.84904430419,46.77247265299803,Asia
2981,Papua New Guinea,PNG,2019,26.37,4936763,4605722,9542486,21.3,0.56,16.2311858,13.25,45.942,2593.77555393227,48.51979249726829,Oceania
2982,Poland,POL,2019,9.9,18370296,19595179,37965475,40.2,0.881,22.6420051,60.037,47.216,15700.0135796738,38.7754840618427,Europe
2983,Portugal,PRT,2019,8.4,4855992,5430271,10286263,44.4,0.867,8.254802244,65.764,50.868,23330.817288932,34.44107298641086,Europe
2984,Paraguay,PRY,2019,21.281,3280434,3249592,6530026,25.0,0.732,12.51891553,61.879,55.256,5807.83879407975,47.93614090630453,South America
2985,Qatar,QAT,2019,10.743,2055936,751299,2807235,31.2,0.859,76.04929303,99.188,58.912,62827.3969543275,59.01268402281651,Asia
2986,Romania,ROU,2019,10.3,9377040,9994608,19371648,41.3,0.832,15.67108952,54.084,44.099,12957.9991142218,36.3068396212133,Europe
2987,Rwanda,RWA,2019,30.776,6266092,6568936,12835028,18.7,0.534,36.18491574,17.313,40.067,806.100820273159,46.65357525176076,Africa
2988,Saudi Arabia,SAU,2019,18.451,20836089,14991273,35827362,28.9,0.873,61.50824107,84.065,19.312,23405.7060995766,52.85097869940731,Asia
2989,Sudan,SDN,2019,34.823,21607642,21624451,43232093,18.2,0.514,54.67729786,34.936,20.712,748.010925292969,44.459357604038125,Africa
2990,Senegal,SEN,2019,33.47,7860618,8140163,16000781,17.5,0.513,60.21139678,47.653,36.51,1462.67835252138,44.26240947125939,Africa
2991,Singapore,SGP,2019,8.8,2981453,2722116,5703569,40.7,0.943,18.76588248,100.0,60.338,66070.4868123062,42.58519036406642,Asia
2992,Solomon Islands,SLB,2019,30.762,345031,329962,674993,19.0,0.567,12.89495904,24.21,81.632,2398.77305007963,45.23930028306291,Oceania
2993,Sierra Leone,SLE,2019,32.549,4030454,4016374,8046828,18.4,0.48,51.09606544,42.484,50.407,506.606913779078,45.09657901672262,Africa
2994,El Salvador,SLV,2019,16.416,2992539,3287678,6280217,25.5,0.683,22.32472418,72.746,43.817,4280.28840404719,47.75187111513488,North America
2995,Serbia,SRB,2019,9.3,3330387,3614847,6945235,42.5,0.811,25.35417205,56.26,41.751,7417.20660836868,35.98373299495443,Europe
2996,Sao Tome and Principe,STP,2019,28.917,107123,107476,214599,18.0,0.622,31.05885758,73.598,30.17,1924.40814952173,43.4766831664744,Africa
2997,Suriname,SUR,2019,18.409,299437,300864,600301,27.6,0.755,21.17742119,66.095,40.814,6690.04478601228,44.73981599659646,South America
2998,Slovenia,SVN,2019,9.3,1045795,1042591,2088385,42.6,0.921,16.96940443,54.822,50.574,26042.4463468032,34.79145207827425,Europe
2999,Sweden,SWE,2019,11.1,5168880,5110007,10278887,39.6,0.947,5.647572855,87.708,57.028,51939.4297445291,36.76221171461451,Europe
3000,Eswatini,SWZ,2019,25.118,579801,589812,1169613,21.0,0.615,23.34521196,23.981,35.589,3818.54048403065,47.44087946667755,Africa
3001,Chad,TCD,2019,44.229,8094822,8032044,16126866,14.9,0.403,59.2825236,23.279,48.188,701.621201027424,40.99595320941971,Africa
3002,Togo,TGO,2019,32.756,4142015,4101080,8243094,18.4,0.535,46.21037553,42.248,54.405,848.304534594506,44.36172910550388,Africa
3003,Thailand,THA,2019,9.377,34723388,36584375,71307763,38.3,0.804,27.40271356,50.692,58.584,7628.57603307351,40.494361322285805,Asia
3004,Tajikistan,TJK,2019,28.267,4696898,4640105,9337003,21.2,0.676,38.31858602,27.309,29.204,889.023371804416,46.56940451030694,Asia
3005,Turkmenistan,TKM,2019,23.055,3050231,3108189,6158420,25.3,0.742,26.19766251,52.048,46.603,7344.88020350303,46.06630196334617,Asia
3006,Tonga,TON,2019,23.424,51994,52956,104951,21.3,0.744,10.58622123,23.107,41.211,4878.97868604087,43.75477986649419,Oceania
3007,Trinidad and Tobago,TTO,2019,12.359,751897,768058,1519955,34.4,0.821,21.97072547,53.187,46.047,15642.4067190576,44.90246830317502,North America
3008,Tunisia,TUN,2019,17.215,5962724,6086590,12049314,31.1,0.745,30.42981942,69.254,20.623,3477.83618091653,45.078939527628734,Africa
3009,Tanzania,TZA,2019,37.113,29563439,30309141,59872579,16.6,0.548,24.74048013,34.5,78.0,1050.93176269531,43.88532231720659,Africa
3010,Uganda,UGA,2019,37.667,21241606,21707475,42949080,15.5,0.525,35.21822646,24.361,64.797,823.024732902811,44.25824385973593,Africa
3011,Ukraine,UKR,2019,8.1,20561786,23824417,44386203,40.2,0.786,14.53144476,69.473,45.391,3661.45776367188,36.973040982364125,Europe
3012,Uruguay,URY,2019,10.822,1659147,1769262,3428409,34.7,0.821,9.533862914,95.426,50.33,18098.361548609,40.30430210570909,South America
3013,United States,USA,2019,11.4,162730147,165599805,328329953,37.3,0.93,7.663692516,82.459,54.831,65120.3946628653,38.90718775061496,North America
3014,Uzbekistan,UZB,2019,24.3,16797144,16783206,33580350,26.2,0.726,34.78609557,50.433,37.981,1795.20176845657,47.7073855041223,Asia
3015,Vanuatu,VUT,2019,30.4,153149,151256,304404,19.5,0.611,12.88296752,25.394,59.375,3076.58988588361,45.31669922746611,Oceania
3016,Samoa,WSM,2019,27.895,108147,103759,211905,20.4,0.715,11.01483371,18.056,35.336,4308.3007294066,42.23199915188081,Oceania
3017,South Africa,ZAF,2019,21.276,28207948,29879107,58087055,26.6,0.736,28.67475434,66.856,37.956,6702.52661666304,46.65242248793484,Africa
3018,Zambia,ZMB,2019,35.462,9066397,9314079,18380477,16.6,0.575,25.92546019,44.072,49.481,1268.12094056241,45.205129782558245,Africa
3019,Zimbabwe,ZWE,2019,31.518,7231989,8122618,15354608,17.7,0.601,20.83469969,32.21,56.485,1421.86859613585,47.332898087784,Africa
3020,Afghanistan,AFG,2020,36.051,19692301,19279930,38972230,16.6,0.483,,26.026,13.7,512.055098228687,44.46343944194818,Asia
3021,Angola,AGO,2020,39.271,16517497,16910989,33428486,16.1,0.59,,66.825,66.929,1450.90511218489,42.10564083195719,Africa
3022,Albania,ALB,2020,10.285,1419264,1418585,2837849,36.9,0.794,,62.112,43.289,5343.0377039956,40.84984001258827,Europe
3023,United Arab Emirates,ARE,2020,10.62,6475368,2811921,9287289,32.0,0.912,,87.048,57.443,37629.1741687956,60.02858188913941,Asia
3024,Argentina,ARG,2020,14.125,22465694,22911069,45376763,31.0,0.84,,92.111,40.744,8500.83793850534,43.345163726307526,South America
3025,Armenia,ARM,2020,12.455,1265512,1540097,2805608,34.1,0.757,,63.313,52.025,4505.86774175695,41.68803708079332,Asia
3026,Australia,AUS,2020,11.5,12727887,12921360,25649248,36.7,0.947,,86.241,56.368,51868.2475567823,40.5185224995051,Oceania
3027,Austria,AUT,2020,9.4,4387322,4529542,8916864,42.6,0.913,,58.748,52.721,48789.4978498872,36.13961158034536,Europe
3028,Azerbaijan,AZE,2020,12.5,4982975,5110146,10093121,31.0,0.73,,56.397,59.3,4229.91064904503,45.47720782674989,Asia
3029,Burundi,BDI,2020,35.603,6066599,6153627,12220227,15.4,0.426,,13.708,79.116,216.827417480868,42.466431385390166,Africa
3030,Belgium,BEL,2020,9.9,5695855,5842749,11538604,40.8,0.928,,98.079,46.695,45609.0034936111,36.4150789505936,Europe
3031,Benin,BEN,2020,37.114,6330776,6312347,12643123,17.4,0.524,,48.415,54.727,1240.73315536982,43.297089022514086,Africa
3032,Burkina Faso,BFA,2020,36.085,10718602,10804024,21522626,16.5,0.449,,30.607,54.439,823.552410880968,43.21228631053177,Africa
3033,Bangladesh,BGD,2020,18.053,83063714,84357236,167420951,25.9,0.655,,38.177,33.79,2233.30590129762,50.33693108237372,Asia
3034,Bulgaria,BGR,2020,8.5,3363373,3570641,6934015,44.3,0.802,,75.686,46.845,10148.3423954435,33.38247219974199,Europe
3035,Bahrain,BHR,2020,12.621,920430,557039,1477469,31.9,0.877,,89.506,40.952,23433.1872362574,51.3611255226295,Asia
3036,Bosnia and Herzegovina,BIH,2020,8.611,1632854,1685553,3318407,41.5,0.781,,49.02,29.738,6095.10423658487,37.15332594110064,Europe
3037,Belarus,BLR,2020,9.47,4327916,5052036,9379952,40.0,0.807,,79.483,55.591,6542.8645398436,36.61744360586359,Europe
3038,Belize,BLZ,2020,17.881,198810,196111,394921,24.8,0.69,,46.025,40.24,5185.1580697602,50.61049765310885,North America
3039,Bolivia,BOL,2020,22.056,5992275,5943886,11936162,23.7,0.694,,70.123,53.5,3068.81255516456,48.05394584839399,South America
3040,Brazil,BRA,2020,13.078,104779288,108417015,213196304,32.4,0.758,,87.073,41.283,6923.6999117682,46.36923527930908,South America
3041,Barbados,BRB,2020,10.859,134528,146165,280693,38.6,0.788,,31.191,52.182,16882.5015230162,38.62176307597578,North America
3042,Bhutan,BTN,2020,12.65,409408,363099,772506,27.6,0.668,,42.316,49.427,3181.33974721703,53.40011043835212,Asia
3043,Botswana,BWA,2020,24.195,1256708,1289694,2546402,23.3,0.713,,70.877,44.465,5875.07060596716,49.20853318694203,Africa
3044,Central African Republic,CAF,2020,42.175,2672080,2670940,5343020,14.7,0.407,,42.198,58.28,435.469247800022,40.20962657341615,Africa
3045,Canada,CAN,2020,9.5,18885404,19121762,38007166,39.9,0.931,,81.562,53.923,43349.677855557,38.4488738240251,North America
3046,Switzerland,CHE,2020,9.9,4285784,4352384,8638167,41.7,0.956,,73.915,59.38,85897.7843338323,37.20629824621259,Europe
3047,Chile,CHL,2020,11.834,9579957,9720358,19300315,34.5,0.852,,87.727,39.517,13173.7847941723,44.109172728000345,South America
3048,China,CHN,2020,8.52,720928153,690171848,1411100000,37.4,0.764,,61.428,56.532,10408.7195541075,39.629033079042834,Asia
3049,Ivory Coast,CIV,2020,34.197,13547621,13264169,26811790,17.5,0.551,,51.706,53.929,2349.06988200418,45.5146153520812,Africa
3050,Cameroon,CMR,2020,35.507,13210626,13280460,26491087,17.4,0.578,,57.56,63.645,1539.13054519245,44.67521664629025,Africa
3051,Colombia,COL,2020,14.435,25139588,25791075,50930662,30.4,0.756,,81.425,40.619,5304.28912886641,47.5005442774293,South America
3052,Comoros,COM,2020,29.896,404903,401263,806166,19.9,0.562,,29.38,29.043,1519.58677981634,44.91393425259742,Africa
3053,Costa Rica,CRI,2020,12.152,2564622,2558483,5123105,32.4,0.816,,80.771,38.188,12179.2566735195,45.75455455439806,North America
3054,Cuba,CUB,2020,9.344,5616818,5683880,11300698,41.1,0.781,,77.194,38.208,9499.57250428248,36.64487110917192,North America
3055,Cyprus,CYP,2020,10.583,619932,617605,1237537,37.1,0.894,,66.821,52.1,28281.42578125,43.53170715910654,Asia
3056,Czechia,CZE,2020,10.3,5269701,5428157,10697858,42.2,0.892,,74.061,50.287,22992.8793833348,35.46573728281544,Europe
3057,Germany,DEU,2020,9.3,41032520,42128351,83160871,44.9,0.944,,77.453,53.647,46749.4762280016,33.66761646512419,Europe
3058,Djibouti,DJI,2020,22.477,541471,548686,1090156,23.5,0.51,,78.062,10.939,2921.73870623293,48.68964096918907,Africa
3059,Denmark,DNK,2020,10.4,2900148,2931257,5831404,41.2,0.947,,88.116,54.294,60836.5924121638,36.43142175678908,Europe
3060,Dominican Republic,DOM,2020,18.78,5527482,5472181,10999664,26.8,0.764,,82.54,42.969,7167.91497432809,46.5987010847502,North America
3061,Algeria,DZA,2020,22.431,22132899,21318767,43451666,27.6,0.736,,73.733,12.198,3354.15316371593,44.94692270305601,Africa
3062,Ecuador,ECU,2020,17.037,8790148,8798448,17588595,27.2,0.731,,64.166,44.754,5645.19928965332,47.68235532461835,South America
3063,Spain,ESP,2020,7.2,23213643,24152012,47365655,43.5,0.899,,80.81,42.184,26984.2962770279,35.38964733239563,Europe
3064,Estonia,EST,2020,9.9,629878,699645,1329522,41.4,0.892,,69.229,53.27,23595.2436836441,33.95451852370663,Europe
3065,Ethiopia,ETH,2020,32.78,58906550,58284361,117190911,18.3,0.498,,21.695,70.054,918.652594077418,45.91959285682488,Africa
3066,Finland,FIN,2020,8.4,2731054,2798488,5529543,42.2,0.938,,85.517,51.089,49169.7193388499,35.11655825250437,Europe
3067,Fiji,FJI,2020,19.628,461878,458543,920422,26.6,0.737,,57.247,35.511,4815.6891481254,46.58205819077143,Oceania
3068,France,FRA,2020,10.9,32670705,34900402,67571107,41.4,0.898,,80.975,46.6,39179.7442596057,34.671083029494824,Europe
3069,Gabon,GAB,2020,27.695,1168822,1123751,2292573,21.6,0.71,,90.092,26.581,6680.08266467748,46.155085136780805,Africa
3070,United Kingdom,GBR,2020,10.1,33133126,33948108,67081234,39.5,0.924,,83.903,56.172,40217.0090116986,36.92903242117466,Europe
3071,Georgia,GEO,2020,12.966,1751135,1971581,3722716,36.3,0.802,,59.453,49.479,4255.74299321254,37.0817442428609,Asia
3072,Ghana,GHA,2020,28.038,16051315,16129086,32180401,20.2,0.632,,57.349,62.211,2176.57621804239,46.19856183423655,Africa
3073,Guinea,GIN,2020,34.944,6518034,6687118,13205153,17.6,0.466,,36.875,39.386,1073.65933900139,44.19135418277352,Africa
3074,Guinea-Bissau,GNB,2020,31.605,994606,1021222,2015828,18.1,0.483,,44.196,46.936,710.258132978222,45.552681003738655,Africa
3075,Equatorial Guinea,GNQ,2020,31.174,844153,751896,1596049,21.0,0.599,,73.1,44.763,6198.94252378655,43.52709683254066,Africa
3076,Greece,GRC,2020,7.9,5242307,5456292,10698599,44.4,0.886,,79.715,35.138,17617.2915057014,33.98034411783084,Europe
3077,Guatemala,GTM,2020,21.816,8348500,8509834,16858333,21.7,0.635,,51.836,34.31,4609.89725752869,48.96115148036564,North America
3078,Guyana,GUY,2020,20.473,389899,407303,797202,25.2,0.721,,26.786,32.215,6863.07434593017,46.32625628372036,South America
3079,Honduras,HND,2020,21.353,5112980,5008783,10121763,23.1,0.621,,58.359,40.893,2354.12143387307,50.73063164551468,North America
3080,Croatia,HRV,2020,8.9,1969718,2077963,4047680,43.5,0.855,,57.553,41.254,14269.9088549332,34.34274060016227,Europe
