,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44,Continent Name
1801,Armenia,ARM,2012,15.094,1337883,1576538,2914421,31.6,0.755,40.53562091,63.24,49.632,3643.71540108565,45.0417941083564,Asia
1802,Australia,AUS,2012,13.7,11312918,11420547,22733465,36.2,0.93,6.995491287,85.402,55.623,68078.0442283168,41.54461043230163,Oceania
1803,Austria,AUT,2012,9.4,4110918,4319072,8429991,41.5,0.906,14.50094818,57.147,52.357,48564.9173350875,38.40228447507885,Europe
1804,Azerbaijan,AZE,2012,18.8,4564895,4730889,9295784,27.8,0.734,28.76775881,53.883,55.553,7495.86527658099,49.909150332145295,Asia
1805,Burundi,BDI,2012,44.413,4852194,4943284,9795479,16.2,0.416,37.10546174,11.194,79.763,238.205945258781,44.0044872998914,Africa
1806,Belgium,BEL,2012,11.5,5450949,5655983,11106932,40.2,0.915,15.11497046,97.744,43.61,44670.5606845101,37.39721867124341,Europe
1807,Benin,BEN,2012,39.122,4995588,5018490,10014078,17.0,0.509,43.41596784,44.125,65.998,1112.56953619685,43.19285849001808,Africa
1808,Burkina Faso,BFA,2012,42.336,8498100,8615632,17113732,15.9,0.395,54.18097152,25.767,55.801,733.97287958981,42.3327828804212,Africa
1809,Bangladesh,BGD,2012,20.117,75898562,76192087,152090649,22.9,0.572,68.94271136,31.993,29.534,876.818010441423,49.462506195279175,Asia
1810,Bulgaria,BGR,2012,9.5,3537445,3768443,7305888,41.7,0.798,22.6468314,72.975,42.66,7430.7373804242,37.04024926505901,Europe
1811,Bahrain,BHR,2012,15.955,765423,459516,1224939,29.4,0.817,68.07534915,88.762,41.125,25102.726348527,54.57601041095409,Asia
1812,Bosnia and Herzegovina,BIH,2012,9.211,1792508,1881866,3674374,38.3,0.745,34.47534031,46.199,23.654,4688.34582317708,40.45708898962226,Europe
1813,Belarus,BLR,2012,12.2,4369319,5077517,9446836,38.4,0.806,18.88122818,75.697,55.074,6953.21591683101,39.48787087861206,Europe
1814,Belize,BLZ,2012,22.43,169071,167988,337059,21.7,0.713,19.6942048,45.246,40.281,5635.52152550234,49.18922780198589,North America
1815,Bolivia,BOL,2012,24.934,5322361,5247336,10569697,21.7,0.674,27.74731988,67.315,56.016,2562.46678423329,47.00886316408939,South America
1816,Brazil,BRA,2012,14.939,98526889,101450818,199977707,29.0,0.732,13.78803347,84.923,47.557,12327.5131013057,48.093389686091,South America
1817,Barbados,BRB,2012,11.603,131915,144282,276197,36.2,0.787,20.0960981,31.553,53.586,16704.9243836827,40.87571257775545,North America
1818,Bhutan,BTN,2012,18.541,383648,337498,721145,23.7,0.598,44.30762611,36.371,61.69,2470.07215130703,51.023637212127454,Asia
1819,Botswana,BWA,2012,27.407,1070002,1105424,2175425,21.5,0.674,26.62372992,64.768,42.255,6392.98734736839,50.41248896915977,Africa
1820,Central African Republic,CAF,2012,43.006,2393552,2379753,4773306,15.3,0.388,47.17214767,39.388,59.007,525.867504037729,41.20072545343994,Africa
1821,Canada,CAN,2012,11.0,17213242,17500980,34714222,39.1,0.921,7.600495484,81.137,57.887,52669.0899632316,39.72205378989881,North America
1822,Switzerland,CHE,2012,10.3,3945595,4051266,7996861,40.9,0.945,12.71146517,73.653,57.938,85836.2076767359,39.057567013475335,Europe
1823,Chile,CHL,2012,13.857,8605184,8736586,17341771,32.3,0.824,21.42944248,87.189,43.892,15397.7804598152,45.32802370811528,South America
1824,China,CHN,2012,14.57,693176026,661013974,1354190000,34.8,0.709,58.90513577,51.765,60.837,6300.58217952904,47.07544786742335,Asia
1825,Ivory Coast,CIV,2012,37.742,11165128,10845584,22010712,16.7,0.477,56.69822576,48.172,49.571,1649.3016148365,44.89487817783152,Africa
1826,Cameroon,CMR,2012,38.76,10469879,10562805,21032684,16.9,0.533,61.32736378,52.769,65.694,1433.7239284003,44.04064753825562,Africa
1827,Colombia,COL,2012,16.344,22632420,23149997,45782417,27.3,0.734,23.4265212,78.701,50.29,8096.80150977513,47.73290683363802,South America
1828,Comoros,COM,2012,33.408,342717,341836,684553,17.9,0.533,17.34428608,28.123,29.607,1483.95155852994,44.00054997213577,Africa
1829,Costa Rica,CRI,2012,15.483,2377400,2359193,4736593,28.9,0.786,18.87125053,73.946,45.695,9971.65165576585,47.28849074906319,North America
1830,Cuba,CUB,2012,11.191,5643060,5666230,11309290,38.3,0.773,19.05070976,76.781,40.345,6467.33791422804,42.138661861590506,North America
1831,Cyprus,CYP,2012,11.762,579665,576891,1156556,33.6,0.86,16.81350235,67.261,50.384,28910.74609375,47.61623286181195,Asia
1832,Czechia,CZE,2012,10.3,5161272,5349512,10510785,39.2,0.874,19.04740747,73.197,45.931,19870.8012123403,39.98269047256318,Europe
1833,Germany,DEU,2012,8.4,39486445,40939379,80425823,43.9,0.933,13.8086903,77.17,51.224,43855.8544658618,35.3078115097114,Europe
1834,Djibouti,DJI,2012,25.06,474899,479398,954297,21.3,0.478,47.01194744,77.138,11.246,1418.46085811933,47.899761784571474,Africa
1835,Denmark,DNK,2012,10.4,2773637,2817935,5591572,39.9,0.931,10.82992224,87.142,53.615,58507.5080517852,37.33739001755963,Europe
1836,Dominican Republic,DOM,2012,21.454,5065869,4965013,10030882,24.4,0.718,16.98500632,75.802,40.856,6049.47158709846,47.63066078578245,North America
1837,Algeria,DZA,2012,25.382,18995990,18264572,37260563,25.7,0.729,32.49110136,68.915,13.017,5610.73328198233,51.327211499946486,Africa
1838,Ecuador,ECU,2012,21.004,7744557,7739326,15483883,24.4,0.751,20.88473743,62.988,46.222,5678.45572070003,47.04403846019666,South America
1839,Spain,ESP,2012,9.7,23059451,23713604,46773055,40.0,0.874,11.17997141,78.902,39.688,28322.9465923276,39.9631305608393,Europe
1840,Estonia,EST,2012,10.6,617158,705538,1322696,39.8,0.874,7.484387015,67.974,50.341,17403.2053254767,36.73049093519633,Europe
1841,Ethiopia,ETH,2012,34.845,47540484,46910795,94451280,16.5,0.43,35.57819849,18.16,72.023,458.550920793057,43.25616630457871,Africa
1842,Finland,FIN,2012,11.0,2659632,2754338,5413971,41.3,0.915,6.363062222,84.841,52.017,47708.0612784469,35.52990780534012,Europe
1843,Fiji,FJI,2012,21.925,462138,448921,911059,24.5,0.721,10.99967408,53.196,42.068,4359.79240035309,47.23225244530775,Oceania
1844,France,FRA,2012,12.6,31771596,33890643,65662240,39.6,0.882,13.68529611,78.878,46.724,40870.8523645734,36.57878590106001,Europe
1845,Gabon,GAB,2012,32.718,933766,902939,1836705,20.6,0.679,34.93156522,86.634,28.246,9348.51487640056,46.58437613172097,Africa
1846,United Kingdom,GBR,2012,12.8,31309446,32390769,63700215,38.7,0.909,11.43181815,81.837,52.247,42497.3404974322,39.2051475398498,Europe
1847,Georgia,GEO,2012,14.842,1756606,1972269,3728874,35.3,0.773,20.13867477,56.303,46.75,4421.930711904,40.74920764290693,Asia
1848,Ghana,GHA,2012,32.885,13388449,13470314,26858762,19.4,0.592,54.52706673,52.073,64.301,1536.61963499859,46.01980124664507,Africa
1849,Guinea,GIN,2012,38.44,5292876,5495816,10788692,16.5,0.425,52.85547204,34.255,48.642,707.967678199003,42.43372594715691,Africa
1850,Guinea-Bissau,GNB,2012,37.945,811572,841145,1652717,17.1,0.456,56.80371059,40.908,47.305,598.572626248258,44.3840572172115,Africa
1851,Equatorial Guinea,GNQ,2012,37.458,624500,569135,1193636,19.9,0.592,39.74657182,69.0,46.162,18756.4250273225,43.97441382588154,Africa
1852,Greece,GRC,2012,9.1,5439813,5605198,11045011,41.2,0.866,17.37070897,77.004,31.646,21912.9982879517,38.30421317704971,Europe
1853,Guatemala,GTM,2012,26.91,7324702,7457240,14781942,19.3,0.616,30.32467663,49.0,43.47,3355.03477737406,46.66093333239871,North America
1854,Guyana,GUY,2012,21.544,369501,374465,743966,23.5,0.669,22.32520255,26.4,33.338,5461.39008471262,47.28412535216905,South America
1855,Honduras,HND,2012,24.111,4446997,4345369,8792367,20.2,0.599,25.51904301,53.202,36.25,2107.34542786596,48.67358230410559,North America
1856,Croatia,HRV,2012,9.8,2057943,2209615,4267558,41.3,0.83,20.57402212,55.506,37.421,13439.6645555189,36.61861523504077,Europe
1857,Haiti,HTI,2012,26.595,5023564,5084975,10108539,20.9,0.517,18.54325277,49.477,50.724,1356.17277659459,47.48663980780241,North America
1858,Hungary,HUN,2012,9.1,4719977,5200385,9920362,39.9,0.831,18.42206445,69.678,39.821,12984.8365730133,38.84558889971948,Europe
1859,Indonesia,IDN,2012,20.093,126039491,124183204,250222695,27.2,0.678,20.06768554,51.276,48.98,3668.21208337097,47.89662577879695,Asia
1860,India,IND,2012,20.421,658839435,615647779,1274487215,24.6,0.598,86.38168408,31.634,24.838,1434.01798721629,47.64693177943965,Asia
1861,Ireland,IRL,2012,15.6,2278653,2320880,4599533,34.2,0.903,9.157206628,61.942,47.787,48943.8206459561,43.42294814060962,Europe
1862,Iraq,IRQ,2012,34.603,16870903,16993544,33864447,18.2,0.66,53.54775973,69.432,10.424,6437.50307624074,45.367208276272414,Asia
1863,Iceland,ISL,2012,14.1,160900,159816,320716,34.4,0.921,6.191914657,93.6,66.847,45995.5478789467,41.24197002141328,Europe
1864,Israel,ISR,2012,21.6,3920849,3989651,7910500,28.6,0.898,22.35572158,91.96,54.043,33156.2283157638,41.837663411132034,Asia
1865,Italy,ITA,2012,9.0,28823419,30716299,59539717,43.2,0.883,18.84991698,68.684,35.025,35051.5212697703,35.96295055062982,Europe
1866,Jamaica,JAM,2012,15.037,1368899,1390918,2759817,26.4,0.713,14.82105006,54.132,47.174,5365.24217204558,50.1267328028206,North America
1867,Jordan,JOR,2012,27.018,3704706,3507157,7211863,20.8,0.721,33.23273929,88.185,11.141,4386.4618185538,47.32137740055548,Asia
1868,Japan,JPN,2012,8.2,62148992,65480007,127629000,44.8,0.905,13.106628,91.148,46.116,49145.2804308193,34.399136596453125,Asia
1869,Kazakhstan,KAZ,2012,22.7,8007578,8784512,16792090,28.2,0.783,24.00908326,56.973,62.178,12386.6992652963,45.50305387054122,Asia
1870,Kenya,KEN,2012,33.174,21733578,21992229,43725806,17.3,0.552,29.07804791,24.376,69.022,1289.78079149822,46.02599049932567,Africa
1871,Cambodia,KHM,2012,23.294,7315560,7471081,14786640,22.9,0.555,24.96952852,21.037,61.027,950.482544613835,47.549049461517015,Asia
1872,Kuwait,KWT,2012,20.036,1938224,1456439,3394663,30.3,0.826,69.2648667,100.0,46.764,51271.0677569339,58.51966387893208,Asia
1873,Lebanon,LBN,2012,17.899,2570541,2607796,5178337,27.8,0.762,29.24608686,87.636,21.338,8500.1805629403,47.74957473667418,Asia
1874,Liberia,LBR,2012,37.307,2146280,2185460,4331740,17.6,0.47,49.16699824,48.583,70.335,644.455576742833,43.75575393738619,Africa
1875,Libya,LBY,2012,21.953,2988323,2881548,5869870,24.5,0.726,37.51566204,78.512,25.429,15765.4197906677,49.32196166782579,Africa
1876,Sri Lanka,LKA,2012,17.318,10192526,10824621,21017147,29.8,0.751,22.42414797,18.196,30.648,3351.89247576451,44.561781885943134,Asia
1877,Lesotho,LSO,2012,29.054,1009354,1045364,2054718,20.4,0.486,32.54599663,25.704,46.985,1205.85998481002,47.29701807217381,Africa
1878,Lithuania,LTU,2012,10.2,1375889,1611883,2987773,40.9,0.851,13.0260807,66.864,47.044,14367.709424872,36.95984906678751,Europe
1879,Luxembourg,LUX,2012,11.3,265181,265765,530946,38.1,0.916,11.49788129,89.249,48.828,112584.676270958,41.91261881856363,Europe
1880,Latvia,LVA,2012,9.8,928130,1106189,2034319,41.0,0.833,15.24810165,67.897,46.741,13847.3379393194,36.330099826048816,Europe
1881,Morocco,MAR,2012,21.304,16757724,16594445,33352169,25.6,0.624,30.42396929,59.142,21.964,3164.00463867188,48.76057017875559,Africa
1882,Moldova,MDA,2012,13.746,1359441,1500883,2860324,33.9,0.741,17.99705557,42.558,36.566,3044.8084324815,43.15211653257237,Europe
1883,Madagascar,MDG,2012,34.271,11527780,11438460,22966240,17.3,0.496,19.17912129,33.227,83.177,504.173737710132,44.0494986191542,Africa
1884,Maldives,MDV,2012,19.865,218617,168923,387539,24.8,0.709,12.8234432,37.267,34.112,7447.41560461439,55.52161494176325,Asia
1885,Mexico,MEX,2012,19.635,56674115,59081795,115755909,25.5,0.76,22.81352392,78.405,42.154,10842.7330888296,47.92464961435793,North America
1886,North Macedonia,MKD,2012,11.4,1029448,1031596,2061044,35.1,0.743,36.79534047,57.125,29.877,4728.31307850676,43.57935867099784,Europe
1887,Mali,MLI,2012,45.918,8343041,8171646,16514687,15.0,0.407,63.43015874,37.599,59.348,753.392137501905,41.055767711915074,Africa
1888,Malta,MLT,2012,9.8,209654,210374,420028,39.4,0.864,14.08691429,94.211,35.445,22526.5370208632,39.74628695627944,Europe
1889,Myanmar,MMR,2012,18.762,25061327,25156858,50218185,26.4,0.531,34.9152645,29.266,51.485,1193.54764896001,48.5209758706751,Asia
1890,Montenegro,MNE,2012,12.0,302449,318151,620601,35.7,0.812,26.06008923,64.804,34.691,6586.39970256684,40.94218026126654,Europe
1891,Mongolia,MNG,2012,25.297,1389613,1402736,2792349,25.0,0.718,40.46590396,68.03,52.455,4402.30452266711,51.49311773562527,Asia
1892,Mozambique,MOZ,2012,41.079,11941725,12545887,24487611,16.0,0.413,23.59782449,32.846,77.167,681.49212857369,42.154199306681065,Africa
1893,Mauritania,MRT,2012,36.398,1774489,1861624,3636113,16.8,0.523,70.24164945,48.4,23.896,1850.38496774479,42.98076760377829,Africa
1894,Mauritius,MUS,2012,11.5,622915,632967,1255882,32.6,0.775,14.84558426,41.332,37.557,9291.23627601053,44.65182516588917,Africa
1895,Malawi,MWI,2012,38.794,7550255,8030996,15581251,15.5,0.47,27.1977447,15.812,63.913,563.061539677727,42.57062884852636,Africa
1896,Malaysia,MYS,2012,17.209,15254994,14405218,29660212,26.0,0.78,18.18110773,72.275,45.085,10601.5104558966,49.91100273216976,Asia
1897,Namibia,NAM,2012,31.054,1048383,1119086,2167470,19.8,0.601,27.34520834,43.693,43.0,6017.17836541483,47.80586665999454,Africa
1898,Niger,NER,2012,47.398,9094942,8859465,17954407,14.4,0.354,78.61511118,16.212,64.323,525.047284914011,38.68370155534218,Africa
1899,Nigeria,NGA,2012,41.241,85713800,84362132,170075932,16.7,0.499,67.36461608,45.246,52.274,2728.02278831129,42.1986012764507,Africa
1900,Nicaragua,NIC,2012,23.647,2971314,3059293,6030607,21.5,0.629,21.51418461,57.309,43.437,1746.42125435257,49.77574884131726,North America
1901,Netherlands,NLD,2012,10.5,8298490,8456472,16754962,40.4,0.927,13.81230888,88.588,55.605,50070.1416045904,37.63189075642155,Europe
1902,Norway,NOR,2012,12.0,2517376,2501197,5018573,37.9,0.946,7.555663741,79.874,59.96,102175.919298374,39.75275421577509,Europe
1903,Nepal,NPL,2012,22.335,13212056,14118638,27330694,20.7,0.561,86.99389723,17.458,21.507,794.092559357612,47.60680712945517,Asia
1904,New Zealand,NZL,2012,13.87,2155304,2252797,4408100,36.3,0.924,6.234547703,86.161,57.496,39973.3807587223,40.14820004143904,Oceania
1905,Oman,OMN,2012,21.943,2240160,1295419,3535579,26.2,0.802,46.57105523,77.564,24.639,24722.6388245874,55.68746482798232,Asia
1906,Pakistan,PAK,2012,31.601,103831984,98373877,202205861,19.1,0.513,65.41081339,35.408,22.006,1236.89276298823,45.09000494104754,Asia
1907,Panama,PAN,2012,21.129,1881611,1873251,3754862,26.5,0.785,14.92315966,65.741,45.206,10767.2931788172,46.42479838526711,North America
1908,Peru,PER,2012,20.225,14765435,14984154,29749589,25.7,0.742,30.87318178,76.804,68.336,6475.72044267849,46.690468700817846,South America
1909,Philippines,PHL,2012,24.457,49587787,48444531,98032317,22.3,0.685,21.63680867,45.712,46.515,2671.77752181561,46.49287085154019,Asia
1910,Papua New Guinea,PNG,2012,29.555,4174386,3852159,8026545,20.1,0.513,15.98949513,12.982,46.931,2653.09278970276,48.55153953925583,Oceania
1911,Poland,POL,2012,10.1,18428967,19634196,38063164,37.6,0.852,24.60328947,60.654,43.506,13010.7555868425,41.34004635508314,Europe
1912,Portugal,PRT,2012,8.5,5012623,5502221,10514844,41.4,0.836,9.261773306,61.763,46.206,20563.7136012629,37.67261250228273,Europe
1913,Paraguay,PRY,2012,22.069,2980731,2942591,5923322,22.7,0.702,14.56556748,59.907,56.623,5617.10491786787,47.82714488232563,South America
1914,Qatar,QAT,2012,11.235,1415197,490463,1905660,29.9,0.829,85.96686769,98.697,51.508,98041.3622380894,59.54047502054175,Asia
1915,Romania,ROU,2012,10.0,9712178,10345857,20058035,39.0,0.805,17.84168596,53.974,43.459,8930.72991164974,40.64797420688561,Europe
1916,Rwanda,RWA,2012,32.818,5255735,5584599,10840334,17.8,0.506,40.28931528,16.943,47.504,706.202003531135,44.86809169288607,Africa
1917,Saudi Arabia,SAU,2012,21.245,17644476,13177067,30821543,26.5,0.837,67.67731877,82.52,16.554,24069.2033148131,53.8804062436502,Asia
1918,Sudan,SDN,2012,36.316,17593602,17566190,35159792,17.5,0.493,54.8566288,33.346,19.6,1797.40087890625,43.81536633726488,Africa
1919,Senegal,SEN,2012,37.207,6500266,6731566,13231833,17.1,0.49,64.50905978,44.603,29.832,1334.72591526235,44.1337168696172,Africa
1920,Singapore,SGP,2012,10.1,2769034,2543402,5312437,37.5,0.92,17.53182291,100.0,56.943,55547.5553077786,47.09278674652495,Asia
1921,Solomon Islands,SLB,2012,33.619,290777,276985,567763,18.4,0.554,11.76206355,20.97,81.546,2087.51788731499,45.86241132191274,Oceania
1922,Sierra Leone,SLE,2012,37.569,3394323,3394265,6788587,17.3,0.447,49.58465165,39.642,56.255,558.179723315125,43.18237426694351,Africa
1923,El Salvador,SLV,2012,19.151,2944707,3216582,6161289,23.1,0.664,25.40130599,67.187,44.833,3471.05126865498,47.63237809575505,North America
1924,Serbia,SRB,2012,9.3,3457540,3741536,7199077,41.2,0.78,30.48810995,55.356,31.402,6015.94522756969,37.77988852869538,Europe
1925,Sao Tome and Principe,STP,2012,36.148,94793,95131,189924,17.8,0.562,29.38329504,67.16,29.875,1207.70070239994,43.98671305883469,Africa
1926,Suriname,SUR,2012,19.792,279884,278227,558111,26.2,0.731,25.07836422,66.208,36.852,8922.95618613502,45.1999626204502,South America
1927,Slovenia,SVN,2012,10.7,1017964,1039195,2057159,40.8,0.891,18.59905794,53.108,47.327,22641.805122503,38.13382146073751,Europe
1928,Sweden,SWE,2012,11.9,4750463,4768910,9519374,39.8,0.911,6.170044152,85.62,55.117,58037.8213192173,37.90921828334727,Europe
1929,Eswatini,SWZ,2012,29.294,542408,569036,1111444,18.9,0.531,23.42327297,22.849,33.806,4396.57912043588,47.78801341215667,Africa
1930,Chad,TCD,2012,48.019,6393699,6361207,12754906,14.6,0.381,59.8616705,22.142,52.1,969.616142771586,40.884245709972944,Africa
1931,Togo,TGO,2012,35.846,3471351,3455284,6926635,18.0,0.491,45.21821252,38.546,54.456,781.554340476871,44.3158941493666,Africa
1932,Thailand,THA,2012,11.754,33893784,35263239,69157023,35.3,0.746,31.34154258,45.445,64.952,5748.63272062158,44.73027846364313,Asia
1933,Tajikistan,TJK,2012,31.169,3982893,3973488,7956382,20.2,0.643,41.23014791,26.545,27.872,959.36021750698,48.17049300633442,Asia
1934,Turkmenistan,TKM,2012,26.452,2697724,2760957,5458682,23.6,0.727,30.77259876,49.175,47.888,6441.88661774322,49.10262110155627,Asia
1935,Tonga,TON,2012,26.505,53922,53580,107502,20.2,0.723,10.65130025,23.435,42.108,4378.57152827537,44.0416200074655,Oceania
1936,Trinidad and Tobago,TTO,2012,14.572,705591,724786,1430377,31.2,0.8,20.21083792,53.671,48.63,19110.0538950806,47.270711630743406,North America
1937,Tunisia,TUN,2012,19.184,5557114,5617270,11174383,28.5,0.724,30.38558265,67.218,19.229,4233.9162540494,49.93183075869869,Africa
1938,Tanzania,TZA,2012,38.329,23483484,24302653,47786137,16.3,0.504,28.91642749,29.493,78.705,854.540466308594,42.90586710841818,Africa
1939,Uganda,UGA,2012,41.743,16886179,17387117,34273295,14.2,0.504,42.79371506,20.424,62.932,796.711139410077,41.50938138592444,Africa
1940,Ukraine,UKR,2012,11.4,21052629,24540714,45593342,38.6,0.773,17.5138754,68.782,47.941,4004.78979492188,39.63912025768416,Europe
1941,Uruguay,URY,2012,14.196,1626686,1744447,3371133,33.5,0.798,9.304554903,94.739,51.843,16087.2520777973,40.36700455789141,South America
1942,United States,USA,2012,12.6,154813215,159064447,313877662,36.3,0.916,8.869988146,81.119,52.319,51784.4185738837,39.64504406616412,North America
1943,Uzbekistan,UZB,2012,21.0,14882226,14892274,29774500,24.2,0.687,39.02130032,51.05,40.636,2267.62327535512,50.45662067192128,Asia
1944,Vanuatu,VUT,2012,33.249,129845,127469,257313,19.3,0.59,12.84788559,24.661,59.474,2906.34246130818,46.48246429510037,Oceania
1945,Samoa,WSM,2012,30.486,101665,96459,198124,19.3,0.709,10.78258779,19.624,36.994,3902.31199231566,42.29539128226125,Oceania
1946,South Africa,ZAF,2012,22.353,25651390,27493643,53145033,24.2,0.696,29.16575633,63.272,37.781,8173.8691381716,49.23602068238058,Africa
1947,Zambia,ZMB,2012,40.352,7245485,7499172,14744658,15.6,0.548,28.3606157,40.354,47.542,1729.64747097057,44.32085006712412,Africa
1948,Zimbabwe,ZWE,2012,36.804,6223803,7041528,13265331,17.0,0.557,26.28825071,32.834,57.337,1290.19395746702,46.34103892940845,Africa
